BBQ'd Spice Rubbed Chicken Breast,"4 chicken breasts
2 tablespoons mild chili powder
1 teaspoon black pepper, medium grind
2 teaspoons garlic powder
2 teaspoons onion powder
1 tablespoon brown sugar
1 tablespoon dried thyme
1⁄2 teaspoon ground allspice
2 dried bay leaves, crushed*
1 tablespoon salt","Spice Mix: Blend all dry ingredients,* Coriander and bay leaf can be ground in a spice or coffee grinder.Chicken: rinse chicken in cold water and pat dry, season chicken liberally with spice rub.To cook: Start gas grill or charcoal bbq; if using gas grill, turn one side down to a low heat while keeping the other side on med/high, If using charcoal grill push coals to one side.Place chicken breast on the grill( away from the fire) skin side up; cover and cook for 20-25 minutes(Check to make sure there is no flare ups if using a gas grill).Turn chicken over onto direct heat, cover and cook for 5 minutes more or until chicken is well browned, and cooked through, enjoy."
Cordon Bleu Chicken Sandwich,"4 kaiser rolls, Halved
4 boneless skinless chicken breasts
barbecue sauce
4 slices black forest ham
4 slices swiss cheese
1 cup mayonnaise, not Miracle Whip
2 tablespoons liquid honey
2 tablespoons prepared horseradish
3⁄4 teaspoon dry mustard","Place boneless, skinless chicken breasts between 2 pieces of plastic wrap abd pound to 1/4 inch thickness.Place chicken breasts on greased grill using medium-high heat, close lid and cook, turning once, a total of about 12 minutes or until no longer pink inside or meat thermometer inserted in each piece reads 165(74C).On each chicken breast, slather some BBQ sauce on one side.Place slices of ham on each breast. Close lid. Let heat for 1 minute then put a slice of cheese on each breast/ham piece. Take off grill.In a bowl, combine well the mayonnaise, honey, horseradish and dry mustard, spread over cut sides or rolls.Build sandwiches with chicken and garnishes.Garnishes-Lettuce, Tomato, Thinly Sliced Onions, Sliced Pickled Hot Peppers."
Crock Pot Pulled Chicken,"3 -4 boneless skinless chicken breasts
1 (10 1/2 ounce) can condensed tomato soup (Campbell's Soup recommended.)
3⁄4 cup onion, chopped
1⁄4 cup vinegar
3 tablespoons brown sugar
1 tablespoon Worcestershire sauce
1⁄2 teaspoon salt
1⁄4 teaspoon dried basil
1 pinch ground thyme
hamburger bun (I recommend potato hamburger rolls rolls.)","Layer chicken on bottom of Crock Pot.Combine all other ingredients in a bowl and pour over chicken.Cover tightly and cook on low* for 4-5 hours.Shred chicken with fork.Cook for approximately 1-2 more hours or until done through.Serve on hamburger buns.(*In my experience, Crock Pot ""Low"" temperatures vary greatly. As such, the first time you make this you may want to be at home so you can check your Crock Pot from time to time.)."
Almond Crusted Chicken With a Strawberry Balsamic Sauce,"4 boneless skinless chicken breasts
1⁄2 cup almonds
1 egg white
1 cup fresh strawberries, rinsed and stems removed
1 tablespoon sugar
1 tablespoon balsamic vinegar
1 tablespoon cornstarch
1⁄8 cup chicken broth (potentially more if sauce requires)
1 tablespoon fresh rosemary, finely chopped (2 sprigs of fresh rosemary)","Preheat the over to 350.  In a food processor, process almonds for 1-2 minutes to a chunky bread crumb consistency.  Set aside.Lightly pound chicken breast into 1/2"" - 1"" pieces.  The easiest way to do this is to cover the chicken breast with saran wrap using the smooth side of a kitchen mallet.Dip chicken into a bowl containing the egg white, followed by dipping the chicken into the almond mixture.  Coat each chicken breast with almond crumbs on each side.  Place is a glass baking dish. Bake chicken for 30-35 minutes.For the strawberry sauce, combine the strawberries, sugar, and balsamic in a food processor.  Place strawberry mixture in a stove top pan and add chicken broth, cornstarch and rosemary.  Bring to a low boil and then reduce heat.  Simmer for 5 minutes.Top tender chicken breasts with the strawberry balsamic sauce and garnish with extra fresh rosemary.  Bon Appetit!"
Chicken Breasts with Spicy Honey Orange Glaze,"1⁄4 cup honey
2 tablespoons frozen orange juice concentrate
1 teaspoon orange zest, grated
1 clove garlic, minced
1⁄2 teaspoon salt
1 1⁄4 teaspoons red pepper flakes, crushed
4 boneless skinless chicken breast halves
1 tablespoon margarine
1⁄2 teaspoon vegetable oil","In small bowl, combine honey with juice concentrate, orange zest, garlic, salt and red pepper flakes.Rinse chicken with cold water and pat dry. Season lightly with salt.In large non-stick skillet, heat margarine and oil over medium-high heat. Add chicken and cook about 4 minutes, until seared.Turn chicken, cook another 4 minutes until just cooked through.Pour honey mixture over chicken and cook, turning chicken to coat as sauce begins to thicken, about 2 min.Serve chicken breasts with honey-orange glaze spooned over the top."
Mediterranean Chicken Breasts,"1⁄2 cup pecorino romano cheese, grated
1⁄4 cup dry breadcrumbs
1 teaspoon dried basil
1⁄4 teaspoon dried garlic
1⁄4 teaspoon paprika
1⁄4 teaspoon sea salt or 1⁄4 teaspoon salt, to taste
1⁄4 teaspoon fresh ground black pepper or 1⁄4 teaspoon fresh ground black pepper, to taste
3 tablespoons olive oil
6 large boneless skinless chicken breast halves (about 2lb/1kg)","Mix together the first seven ingredients (from the cheese through to the black pepper) on a piece of waxed paper - saves on washing up later! - or if you prefer on a plate; put the oil in a shallow dish.Dip the chicken breast halves in the oil, then coat them evenly with the cheese/breadcrumb mixture.Spray a non-stick skillet with cooking spray and set over a medium heat; add the chicken and cook, turning once, for 15 minutes, or until golden brown and the juices run clear."
Smoky Mountain Chicken,"4 boneless skinless chicken breasts
1 teaspoon ground black pepper
1 teaspoon garlic powder
1 teaspoon italian seasoning
18 ounces barbecue sauce, of your choice
8 slices cooked and crumbled bacon
4 slices thick monterey jack cheese
1⁄4 cup chopped green onion
1⁄2 cup chopped tomato","Preheat oven to 350 degrees.Lightly grease a baking dish large enough to hold the chicken pieces.Place chicken breasts in prepared dish seasoning with the pepper, garlic powder and Italian Seasonings.Bake for 25 minutes or until chicken is JUST done.Remove from oven and pour barbecue sauce over chicken covering completely.Evenly divide the crumpled bacon over chicken and top each piece with cheese.Return to hot oven and cook for 8 minutes or until cheese has melted.Remove from oven.Place chicken on a serving plate or individual plates-garnish with onions and tomatoes.Serve."
Chicken Scaloppine With Lemon Glaze  (Low Fat and Delicious!),"4 boneless skinless chicken breasts (pounded to about 1/3-inch thickness)
2 tablespoons Dijon mustard
1 large egg (you may need two)
1 cup dry breadcrumbs
1⁄4 teaspoon poultry seasoning (or to taste)
1⁄2 teaspoon garlic powder
1⁄4-1⁄2 teaspoon seasoning salt
1 -2 tablespoon olive oil (for frying)
LEMON GLAZE1⁄4 cup chicken broth
2 tablespoons fresh lemon juice
1⁄4 teaspoon salt (can use more to taste)
4 -5 thin lemon slices
fresh parsley, chopped (to taste)","In a small bowl or shallow dish whisk together mustard and eggs; set aside.Combine the dry bread crumbs with poultry seasoning, garlic powder and seasoning salt; spread on a piece of waxed paper.Dip the breasts firstly in egg/mustard mixture (shake off any excess egg) then coat well with the crumb mixture, pressing downs with hands to adhear the crumbs to the breast.Heat the olive oil in a skillet over medium heat.Add in the chicken and cook for about 5 minutes on each side, or until it is no longer pink inside; remove and transfer to a plate to keep warm.For the glaze; in the same skillet add in the broth, lemon juice and 1/4 teaspoon salt (or to taste, if using capers add in now) bring to a boil scraping any brown bits from the pan.Add in lemon slices and parsley; mix to combine for about 1 minute.Spoon the glaze/sauce over chicken.Delicious!"
Grilled Vietnamese Chicken,"3 garlic cloves, minced
2 tablespoons fish sauce
2 tablespoons molasses
2 tablespoons lemon juice
1 tablespoon dark sesame oil
2 teaspoons black pepper (I use red pepper flakes and it was VERY good)
4 boneless skinless chicken breasts (thighs would work well too)","Heat grill.Place all the ingredients except the chicken in a shallow glass baking dish and stir them together.Make shallow slits across the chicken breast, going a little deeper in the thick end.Make shallow slits long ways, resulting in a slight diamond pattern in the meat.Put the chicken in the marinade and make sure some gets in the slits.This only needs to marinade for 10 or 15 minutes to pick up the flavor, I believe this is because of the slits.Place on grill and cook for 8 to 10 minutes, until no longer pink.Turn once during cooking."
Parmesan Chicken Paillards With Cherry Tomato Sauce,"4 (6 ounce) boneless skinless chicken breast halves
1⁄2 teaspoon kosher salt, divided
1⁄2 teaspoon ground black pepper, divided
1⁄4 cup parmesan cheese, grated
1 tablespoon all-purpose flour
2 teaspoons olive oil, divided
cooking spray
1⁄2 cup onion, finely chopped (I use frozen chopped onion, unthawed)
1⁄4 cup chicken broth
1 tablespoon sherry wine vinegar
2 cups cherry tomatoes, quartered
1⁄2 teaspoon dried oregano","Place each chicken breast half between 2 sheets of heavy-duty plastic wrap; pound to 1/2 inch thickness using a meat mallet or a small heavy skillet.Sprinkle chicken with 1/4 teaspoons salt and 1/4 teaspoons pepper.Combine cheese and flour in a shallow dish. Dredge one side of each chicken breast in the cheese mixture.Heat 1 teaspoons oil in a large nonstick skillet over medium-high heat. Add 2 chicken breast halves, cheese side down; cook 4 minutes on each side or until done. Repeat procedure with remaining oil and chicken breast halves.Remove from pan; keep warm.Carefully wipe any browned bits from the pan using a paper towel.Coat pan with cooking spray. Add onion; saute 2 minutes. Stir in broth and vinegar; cook 1 minute or until liquid almost evaporates. Add tomatoes, remaining salt and pepper, and oregano; cook 2 minutes."
Crock Pot - Hawaiian Chicken,"2 -3 chicken breasts, cut in pieces
2 tablespoons vegetable oil
1 onion, chopped
2 celery ribs, chopped
1 cup ketchup
1⁄2 cup water
2 tablespoons lemon juice
2 tablespoons vinegar
2 tablespoons brown sugar
2 tablespoons Worcestershire sauce
1 (8 ounce) pineapple tidbits (drained well)
1⁄2 teaspoon salt","In a skillet lightly brown chicken pieces slowly in vegetable oil. Remove from skillet and place in bottom of crock pot.In same skillet cook onion and celery just until tender, but not browned.Add remaining ingredients and simmer about 1 minute.  Pour sauce over chicken in crock pot.Turn crock pot on high for 1st hour and then to low for 3-4 hours.Note:  If you want sauce thicker, add 1 tablespoon of cornstarch during last 30 minutes.Wonderful served over buttered rice!Enjoy!"
Bacon Wrapped Smoked Gouda Stuffed Chicken Breasts,"4 boneless chicken breasts
4 slices bacon
3 -4 ounces smoked gouda cheese
1⁄4 teaspoon cayenne
1⁄2 teaspoon garlic powder
1⁄2 teaspoon paprika
1⁄2 teaspoon pepper","Combine, cayenne, garlic powder, paprika and pepper.Flatten chicken breasts to approx 1/4"" thickness.Season both sides of chicken with the cayenne mixture.Place small piece (s) of cheese on chicken and roll up, pressing firmly.Wrap each stuffed breast with a bacon slice and then brown over medium heat until bacon just begins to crisp.Bake in a 350 oven for 20 minutes."
Frittata With Ham and Roasted Pepper,"5 eggs
1⁄2 cup milk or 1⁄2 cup half-and-half cream
1 tablespoon Dijon mustard
1 cup crouton
1⁄4 cup ham, chopped
1⁄2 cup fontina or 1⁄2 cup provolone cheese, grated
1⁄4 cup roasted red pepper, drained and chopped
1⁄4 cup green onion, finely chopped (green part only)","In a bowl, with a whisk, whisk eggs, milk and Dijon mustard.  Add croutons, ham and half the cheese, half bell peppers and half green onions.  Pour the mixture of eggs in a greased pie plate of 9 inches or an 8 inches greased square pan.  Sprinkle with remaining cheese, bell pepper and green onion.Cook in a preheated oven of 350 F for about 20 minutes or until the frittata is golden and the eggs are set.  Keep cooking under the preheated grill for about 2 minutes or until frittata is golden and is lightly puffed.  Put the pan on a rack and let cool for 5 minutes.  Use a spatula to loosen the edges from the pan and cut in wedges."
Sublime Scrambled Eggs by Gordon Ramsay,"6 large eggs
3 tablespoons butter, diced (ice-cold)
2 tablespoons creme fraiche
freshly ground sea salt and pepper (you can use regular salt if you need to)
3 chives, snipped (substitute with green onion if necessary)
3 slices , rustic bread to serve (such aspain PolaÃƒ ne)","Break the eggs into a cold, heavy-based pan, place on the lowest heat possible, and add half the butter. Using a spatula, stir the eggs frequently to combine the yolks with the whites.As the mixture begins to set, add the remaining butter. The eggs will take about 4-5 minutes to scramble – they should still be soft and quite lumpy. Don’t let them get too hot – keep moving the pan off and back on the heat(as the bottom of the pan stays heated even after taking it off of the stove).Meanwhile, toast the bread. He used sourdough bread.Add the crème fraîche and season the eggs at the last minute, then add the snipped chives. Put the toast on warm plates, pile the softly scrambled eggs on top and serve immediately."
Grilled Breakfast Burrito,"1⁄4 cup vegetable oil
2 large potatoes, diced
1 onion, diced
1⁄2 bell pepper, diced
1⁄4 cup butter or 1⁄4 cup margarine
8 eggs, beaten
1 lb breakfast sausage or 1 lb chorizo sausage, cooked and drained
1 teaspoon salt
1⁄2 teaspoon fresh ground black pepper
1 cup monterey jack cheese, shredded
1 cup sharp cheddar cheese, shredded
10 large flour tortillas
nonstick cooking spray","Heat 1/4 cup of vegetable oil in a large skillet over medium heat.  Fry potatoes until almost cooked through, then add onions and peppers, continuing to cook until vegetables are tender.  Drain, set aside.In the same skillet, melt butter or margarine over medium heat.  Scramble eggs, adding potatoes, vegetables, and sausage during the last few moments of cooking.  Add salt and pepper to taste.Top each tortilla with cheese and part of the egg mixture, roll into a burrito.  Spray a hot grill (I use a family size George Foreman) with cooking spray.  Grill for approximately 10 minutes or until lightly browned.  Serve hot with homemade Pico De Gallo, salsa, sour cream, or perhaps Spanish rice and refried beans."
Fried Eggs With Dill,"3 eggs
1 -3 tablespoon dried dill
salt
pepper","Fry your eggs sunny-side-uo or scrambled.Season with salt and pepper.Sprinkle generously with dried dill, according to your taste."
Bacon 'n' Egg Salad Sandwiches,"4 pieces bacon, cooked and crumbled
1⁄2 cup cheddar cheese, shredded
1⁄2 cup sour cream
1⁄3 cup mayonnaise
2 tablespoons chives, minced
1⁄4 teaspoon salt
1⁄4 teaspoon pepper
10 hard-cooked eggs, chopped
8 lettuce leaves
8 croissants, split","In a large bowl, combine the first seven ingredients.Add the eggs and mix well.Cover and refrigerate for at least 2 hours.Serve on lettuce-lined croissants."
"Ricotta, Tomato and Basil Torte","500 g low fat fresh ricotta
100 g low-fat feta, crumbled
3 eggs
2 garlic cloves, crushed
1 bunch fresh basil, finely shredded
375 g grape tomatoes or 375 g cherry tomatoes, halved","Preheat your oven to 180°C (360°F ) Oil side and line with baking paper the base of 20cm springform tin.Beat ricotta, feta, eggs and garlic until smooth. Stir in basil.Put into prepared tin and smooth top. Arrange tomatoes on top cut-side up.Bake in preheated oven for 1 hour or until set and golden.Cool completely before putting in fridge for at least1 hour to firm."
Baked Eggs in Bread (Weight Watchers),"6 crusty dinner rolls
6 large eggs
6 teaspoons chives
6 teaspoons heavy cream
salt and pepper
6 teaspoons parmesan cheese","Slice off top of each dinner roll and gently remove some bread until there is a hole large enough to accommodate an egg.  Arrange rolls on a baking sheet.  Reserve tops.  Crack an egg into each roll.  Top each egg with some herbs and a bit of cream.  Season with salt and pepper.  Sprinkle with Parmesan.  Bake in a 350 degree oven until eggs are set and bread is toasted 20 to 25 minutes.  After eggs have cooked for 20 minutes, place bread tops on baking sheet and bake until golden brown.  Let sit 5 minutes. Place tops on rolls and serve warm."
Tamale Hash,"1 tablespoon vegetable oil
1⁄2 small onion, chopped
1⁄2 jalapeno pepper, chopped
1 garlic clove, finely chopped
3⁄4-1 cup black-eyed pea salsa, Black-Eyed Pea Salsa (Cowboy Caviar) (cowboy caviar)
2 tamales, large cut into bite-size pieces (any flavor really good quality tamale works, we like pork)
2 large eggs
1⁄4 cup cheddar cheese, finely greated
1 tablespoon fresh cilantro, chopped and sprinkled on top","Heat oil over medium heat in a large skillet, add onion, jalapeno, garlic, 3/4  to 1 cup of Recipe #492655, and cut up tamales; gently stir, warm for about three minutes. Being careful not to scorch or over stir.As the hash is warming, prepare the eggs either sunny side up or over easy.To serve, dived the hash between two serving plates. Place an egg on top of each serving, top immediately with a finely grated cheese and cilantro. Serve sour cream on side if desired."
Smoked Paprika Egg Salad Sandwich on Whole Grain,"2⁄3 cup mayonnaise
2 tablespoons Dijon mustard
1 tablespoon white wine vinegar
1 tablespoon smoked spanish paprika (or sweet paprika)
salt & freshly ground black pepper
2 green onions, thinly sliced (green and pale green part)
3 tablespoons finely chopped flat leaf parsley
1 cup diced celery
8 hard-boiled eggs, peeled and coarsely chopped
3 tablespoons olive oil (for brushing the bread slices)
8 slices whole grain or 8 slices whole wheat bread
1⁄2 small red onion, thinly sliced","Whisk together the mayonnaise, dijon mustard, white wine viengar, and smoked Spanish paprika in a large bowl. Reserve 1/4 cup of the mayonnaise mixture for brushing the bread slices.Add the green onion, parsley, celery and eggs to the remaining mayonnaise mixture and gently fold to combine; season with salt and pepper to taste.Brush the bread on both sides with some of the oil and grill on a grill or grill pan until lightly golden brown or place on a baking sheet and place under the broiler for 45 seconds per side.  Brush the top of the bread slices  with the reserved mayonnaise mixture lightly.Divide the egg salad among the 8 slices of bread, top with slices of onion and a few parsley leaves.  Serve open-faced."
Perfect Soft Boiled Eggs,"4 large eggs
1 teaspoon salt
6 cups water","Bring the water to a rapid boil.add saltand keep it at a rapid boil.Prick the bottom (wider end) of the egg with an egg pricker Immerse in the boiling water and boil for exactly 5 minutes.Dash in cold water, crack & enjoy."
Biltmore Goldenrod Eggs,"3 eggs, hard cooked and peeled
1 cup medium white sauce, hot
6 slices bread, toasted",Separate yolks and whites of boiled eggs.Chop whites finely and add to white sauce.Pour sauce over 4 pieces of the toast.Rub egg yolks through a strainer or crumble very finely and sprinkle over the top.Cut remaining toast in triangles and place on side of dish.Garnish with parsley.
Nyte's Deviled Eggs,"12 hardboiled egg, peeled
1 tablespoon mayonnaise
1⁄2 teaspoon Worcestershire sauce
1⁄2 tablespoon prepared mustard
2 teaspoons apple cider vinegar
1 dash salt
paprika","Cut eggs in half lengthwise, remove yolks, and reserve whites.Mash yolks until about the texture of cornmeal.Combine yolks, mayo, Worcestershire sauce, mustard, and 1 teaspoon of the vinegar mix until smooth.Slowly add more vinegar until tart and moist enough (about 1 to 2 teaspoons).  If it gets tart enough but is not moist enough add a bit more mayonnaise.Add a dash of salt and mix in .Spoon mixture into center of egg whites.Sprinkle tops with paprika.  Chill and serve cold."
Toasted Sunny-Side up Egg and Cheese Sandwiches,"2 -3 tablespoons butter (or to taste) or 2 -3 tablespoons margarine (or to taste)
1 -2 large egg (I use 2 eggs for one sandwich)
salt and black pepper (to taste)
2 slices whole wheat bread or 2 slices white bread
1 -2 tablespoon mayonnaise
1 slice American cheese","Toast the 2 slices of bread.Butter one side of one piece of toast, then on the other slice spread with mayonnaise (use any amount of butter and mayo desired).Place 1 slice of cheese over either the buttererd side or the mayo side.Heat about 1-2 tablespoon butter into a skillet over medium heat.Break eggs into the skillet, then season with salt and black pepper to taste.Cover the skillet and cook eggs until cooked but leave the yolk semi-soft.Place the cooked egg/s over the cheese on the bread and top with the remaining slice of toast."
Bakinbaby's Egg & Mushroom Breakfast,"3 slices bacon
3⁄4 cup mushroom (roughly diced)
1⁄2 cup red pepper (diced)
1⁄3 cup onion (diced)
1⁄4 cup Mexican blend cheese
4 eggs
salt & pepper","Cook bacon till crisp in a 8-10"" skillet; drain and cut bacon into 1/2"" slices.Pour off grease and return 1-2 Tbsp (some folks suggest less)  bacon grease back into pan and saute' onions & peppers about 5 minutes, stir in mushrooms; continue to cook over low heat until veggies are crisp tender  ( not mushy);Place veggie mix in a small dish, set aside.Wipe skillet clean, add some olive oil to the skillet and scramble eggs.While the eggs are still soft, stir in cheese, continue cooking until eggs are just beginning to set not runny, but before they are setting up, add veggies, and immediately fold in bacon pieces right before serving.Serve on individual plates."
Pickled Cluckerberries (Eggs),"12 eggs
1 large yellow onion, sliced into thin rings
pickle juice
5 garlic cloves, smashed",Put cold eggs in enough cold water to cover by a few inches. Bring to a boil and let cook for about five minutes --  then remove from heat for about 15 or 20 minutes. Put eggs into the coldest ice water you know how to make and chill them til they are thoroughly cold. Probably 20 minutes or so. Your eggs should peel easily without the shells sticking.While eggs are cooking- put onion slices into the pickle juice jar.Peel and smash the garlic cloves by simply pressing them with the palm of your hand on a cutting board til they split open and throw them into the jar as well.If you want a spicier egg --  then add red pepper flakes and/or hot sauce like Tobasco to the mix.Add the eggs.Let them sit in the fridge as long as you can stand it before eating. Try for at least a few days. The longer they soak the more pickled they will be.If you like really hot and spicy throw a small can of pickled jalapenos and their juice in with the brined eggs.
Spinach Mushroom Quiche,"4 egg whites, beaten slightly
1 egg, beaten slightly
1⁄2 cup plain fat-free yogurt
1 (4 ounce) jar mushrooms, sliced
10 ounces spinach, frozen cooked and drained very well
1 1⁄2 ounces French-fried onions (half a small can)
3⁄4 cup reduced-fat swiss cheese, shredded (I use Alpine Lace)
1 pie shell",Combine all ingredients.  Be sure that all moisture is out of spinach.Pour into pie crust.Bake at 350 for 40-45 minutes until set.  Cover with foil after 30 if crust is getting too dark.
Microwave Poached Eggs,"1 tablespoon water or 1 teaspoon butter
1 egg
salt
white pepper","Heat the water or butter in a custard cup.Add the egg, poke it to prevent it from exploding,  and sprinkle with salt, pepper and optional Parmesan.Cover and microwave on medium for 45 to 75 seconds.Let stand, with cover on, for 1 minute."
Spanish Potato Omelet,"1⁄2 cup olive oil
1⁄2 lb potato, thinly sliced
salt and pepper
1 large onion, thinly sliced
4 eggs
salt and pepper
2 tomatoes, peeled, seeded, and coarsely chopped
2 green onions, chopped","In a large frying pan or skillet, heat olive oil over medium-high heat. Sprinkle potatoes lightly with salt and pepper. Cook until golden brown and crisp. Once the potatoes are golden, stir in the onions. Cook, stirring occasionally, until onions soften and begin to brown. Meanwhile, beat eggs together with salt and pepper. Pour eggs into pan and stir gently to combine. Reduce heat to low and cook until eggs begin to brown on the bottom. Loosen bottom of omelet with a spatula, invert a large plate over the pan, and carefully turn the omelet out onto it. Slide the omelet back into the pan with the uncooked side down. Cook until eggs are set. Garnish omelet with tomato and green onion and serve warm."
Eggs & Rice,"rice (left over)
1 -2 tablespoon butter
3 -4 eggs
salt and pepper",Melt butter in a skillet.Add left over rice.Make sure rice is well heated and coated with butter.Whisk eggs in a bowl then pour into the skillet.Scramble the mixture until you feel it's done.
Scotch Eggs,"12 hard-boiled eggs, well chilled
2 lbs sausage meat
1⁄2 cup flour
4 eggs, beaten
1 1⁄2 cups panko breadcrumbs
vegetable oil, frying (about a cup)",Peel eggs.Divide sausage into 12 equal portions.Roll each egg in flour then wrap the sausage around each egg.Dip sausage-wrapped eggs into beaten egg and roll in Panko bread crumbs.Heat oil to 350F and cook each egg for 4-5 minutes or until sausage is cooked and browned.Drain on paper towels and serve warm or cool.
Dainty Egg and Chive Tea Sandwiches for Tea-Time,"4 medium free range eggs
1 tablespoon salad cream
2 tablespoons mayonnaise
1 tablespoon finely chopped fresh chives
8 slices thin sliced brown bread
butter, softened, for spreading
salt and pepper","Place the eggs in a small pan and cover with water. Bring to the boil and cook for 6 minutes. Drain and run the eggs under cold water until cool.Peel and then coarsely grate or crumble the eggs into a bowl. Mix with the salad cream, mayonnaise and chives and season with salt and pepper to taste.Cut off the bread crusts with a serrated knife - put them to one side for home-made breadcrumbs.Butter the bread and divide the egg mixture between 4 bread slices. Top with the remaining bread. Stack 2 sandwiches together and cut into 3 fingers, then serve.Cook's tips: Pierce the rounded end of each egg with a pin before cooking to help stop the shell from cracking.Cooling the eggs under cold water stops them from cooking further and prevents a dark ring forming around the yolk.For easy peeling, peel the eggs under cold running water over a colander to collect all the bits of shell. The water stops the shell from sticking to your fingers and the egg."
Gourmet Huevos Rancheros,"4 (6 inch) corn tortillas
1 cup canned refried beans
2 tablespoons unsalted butter or 2 tablespoons vegetable oil
8 large eggs
salt and black pepper, freshly ground
1⁄2 cup monterey jack cheese, grated
1 avocado
2 teaspoons lime juice, fresh
1⁄2 cup prepared salsa
1⁄2 cup sour cream
1⁄4 cup fresh cilantro, coarsely chopped
1 green onion, white and green parts (thinly sliced on the bias)","Preheat the broiler.Heat the tortillas by toasting them one at a time in a dry cast-iron skillet or directly over a gas flame until lightly toasted; Place on a baking sheet, spread each tortilla with ¼ cup of refried beans, and cover to keep warm.Working in batches as needed, heat the butter in a large skillet over medium-high heat until it is very hot but not smoking and the foaming has subsided; Crack the eggs directly into the hot butter and reduce the heat to medium-low or low; Fry the eggs, shaking the pan occasionally to keep the eggs from sticking; Season the eggs with salt and pepper; Fry to the desired doneness, about 2 minutes for ""sunny-side up,"" 3 minutes for medium yolks, and 4 minutes for hard yolks; Or, once the whites are just opaque, turn the eggs and cook for 30 seconds more for ""over easy,"" 1 minute more for ""over medium,"" or 2 minutes more for ""over hard."".Top each tortilla with 2 fried eggs and 2 tablespoons of the grated cheese; Slide the tortillas under the broiler to melt the cheese.Meanwhile, dice the avocado and toss with the lime juice to prevent the avocado from discoloring.Top each serving with 2 tablespoons salsa and 2 tablespoons sour cream; Divide the avocado among the tortillas; Garnish each tortilla with 1 tablespoon cilantro and 1 tablespoon green onion and serve."
Tahini Egg Salad (Mutabbalat Taheena),"4 tablespoons tahini
4 tablespoons fresh lemon juice
4 garlic cloves, crushed
1⁄4 cup fresh parsley, finely chopped
salt and pepper, to taste
6 hard-boiled eggs, mashed
2 tablespoons water
1⁄2 teaspoon paprika","Place tahini and lemon juice in a blender and blend for a few moments, then transfer to a bowl. (I would use an immersion blender here.).Add garlic, parsley, salt, pepper, eggs, and water and stir gently until well mixed.Place on a platter, sprinkle with paprika and serve."
Steak Hache Avec Oeufs a Cheval (Hamburgers W/ Eggs on Horseback,"1 1⁄2 lbs ground sirloin, shaped into 4 patties
4 teaspoons butter
4 tablespoons butter
4 eggs
2 tablespoons capers, drained
1 tablespoon parsley, finely chopped
salt & freshly ground black pepper","Sprinkle the patties with salt and pepper and grill the hamburgers; Transfer the patties to a warmed platter and start the eggs.Heat 4 teaspoons of butter in a skillet and carefully break the eggs and cook them sunny side up until the whites are firm. Remove from the skillet and place one egg on each pattie.Sprinkle the eggs with salt and pepper;.Arrange the anchovies (if desired) on top of the eggs.Heat 4 tablespoons in a skillet; When it gets foamy, add the capers and parsley.When the butter just starts to brown, pour equal amounts of the sauce over each egg/pattie and serve hot."
Fragrant Egg Curry,"1 Spanish onion, chopped
2 tablespoons grated fresh ginger
2 garlic cloves, crushed
2 tablespoons light oil
2 tablespoons good-quality curry powder
1⁄2 teaspoon ground turmeric
1 cinnamon stick
10 fresh curry leaves
425 g diced tomatoes
8 hard-boiled eggs
1⁄3 cup red lentil
1 cup peas (frozen are fine)
2 tablespoons chopped fresh coriander
cooked rice, to serve","Place onion, ginger and garlic in a food processor and process to form a paste.Heat the oil in a heavy-based saucepan, add the paste and cook over low heat for 2-3 minutes. Add the spices and cook for 1 minute, stirring to release the flavours. Add the tomatoes and 500ml (2 cups) water and bring to the boil. Reduce heat to medium and simmer for 15 minutes.Meanwhile, shell and halve the eggs and add to the pan with the lentils and peas - if mixture is too thick add an extra 125ml (1/2 cup water). Cook over low heat for 15 minutes or until lentils are soft. Stir in the coriander and serve with cooked rice."
"Leo - Lox, Eggs and Onions (My Version  With Red Bell Peppers)","olive oil
1⁄2 large onion, chopped
1⁄2 red bell pepper, cut into bite size pieces
8 eggs, scrambled
6 ounces smoked salmon, cut into bite size pieces (Lox)",Saute the chopped onion and peppers in the olive oil and saute' until onion are transparent and peppers are al dente.Add the lox pieces and cook an additional 3-5 minutes until the lox is opaque.Add the eggs and toss to scramble.Keep moving eggs around until done to your liking.Note: I have also used egg beaters (6) and 2 eggs with the same delicious results.
Persian Eggs Poached in Tomato Sauce,"1 1⁄2 tablespoons olive oil or 1 1⁄2 tablespoons butter
1 small onion, finely chopped
1 garlic clove, finely chopped
4 -5 medium tomatoes, peeled, seeded and chopped
salt (to taste)
pepper (to taste)
4 eggs
1 tablespoon chives, finely chopped","Put the oil in a non-stick skillet over medium high heat. Add onions and garlic. Stir-fry for a minute, then reduce heat to medium. Continue cooking vegetables for 3 or 4 minutes so that the onion becomes translucent with a little color around the edges.Add the tomatoes and simmer. Cook uncovered for 10 minutes. Season with salt and pepper to taste.Once the sauce has cooked, use the back of a spoon to create 4 rounded wells, one in each quarter of the pan. Carefully break each egg and place into each of the hollows.Cover pan with a lid leaving it partially open to allow some heat and moisture to escape.  Cook until eggs reach your preferred level of doneness.Carefully scoop egg with some sauce onto serving plates. Garnish with chives.Serve with warmed pita or other flatbread of choice.•Variation:  You can make this a little spicier, add a small chili to the onions.  If you do so, you may want to omit the chives and instead garnish with finely chopped parsley."
